# id:20302508,MIN WU,,,value
x1,x2,x3,x4,y
0.14,-0.38,0.0196,0.1444,-1
-0.31,0.17,0.0961,0.0289,1
-0.97,0.97,0.9409,0.9409,-1
-0.63,0.72,0.3969,0.5184,-1
0.58,0.77,0.3364,0.5929,1
-0.49,0.14,0.2401,0.0196,-1
0.38,-0.36,0.1444,0.1296,-1
0.23,-0.47,0.0529,0.2209,-1
-0.44,0.07,0.1936,0.0049,-1
0.12,-0.5,0.0144,0.25,-1
0.32,0.65,0.1024,0.4225,1
-0.24,-0.66,0.0576,0.4356,-1
-0.76,-0.63,0.5776,0.3969,-1
0.88,-0.26,0.7744,0.0676,-1
0.14,-0.68,0.0196,0.4624,-1
-0.19,-0.17,0.0361,0.0289,-1
0.77,-0.8,0.5929,0.64,-1
0.72,0.44,0.5184,0.1936,-1
-0.9,1,0.81,1,-1
0.74,0.12,0.5476,0.0144,-1
-0.08,-0.57,0.0064,0.3249,-1
-0.27,0.2,0.0729,0.04,-1
0.71,0.45,0.5041,0.2025,-1
-0.34,0.32,0.1156,0.1024,1
0.32,-0.54,0.1024,0.2916,-1
0.75,0.28,0.5625,0.0784,-1
0.31,0.04,0.0961,0.0016,-1
0.52,-0.24,0.2704,0.0576,-1
-0.75,-0.14,0.5625,0.0196,-1
-0.96,-0.41,0.9216,0.1681,-1
-0.65,0.52,0.4225,0.2704,-1
-0.69,-0.76,0.4761,0.5776,-1
-0.4,0.96,0.16,0.9216,1
0.27,-0.39,0.0729,0.1521,-1
-0.33,0.94,0.1089,0.8836,1
-0.61,0.68,0.3721,0.4624,1
-0.05,-0.02,0.0025,0.0004,-1
0.71,-0.51,0.5041,0.2601,-1
0.9,-0.26,0.81,0.0676,-1
-0.92,-0.21,0.8464,0.0441,-1
0.39,0.15,0.1521,0.0225,-1
0.14,0.46,0.0196,0.2116,1
-0.93,-0.94,0.8649,0.8836,-1
-0.55,0.33,0.3025,0.1089,-1
-0.85,1,0.7225,1,-1
-0.69,-0.61,0.4761,0.3721,-1
0.75,0.34,0.5625,0.1156,-1
-0.78,0.04,0.6084,0.0016,-1
0.46,-0.06,0.2116,0.0036,-1
0.55,0.03,0.3025,0.0009,-1
-0.77,-0.58,0.5929,0.3364,-1
-0.56,0.56,0.3136,0.3136,-1
-0.12,0.63,0.0144,0.3969,1
0.28,-0.92,0.0784,0.8464,-1
-0.72,-0.76,0.5184,0.5776,-1
0.22,-0.45,0.0484,0.2025,-1
0.83,-0.7,0.6889,0.49,-1
0.42,-0.48,0.1764,0.2304,-1
0.51,0.98,0.2601,0.9604,1
-0.66,0.53,0.4356,0.2809,-1
0.97,0.77,0.9409,0.5929,-1
-0.25,-0.8,0.0625,0.64,-1
-0.02,0.09,0.0004,0.0081,1
0.28,-0.63,0.0784,0.3969,-1
-0.09,-0.35,0.0081,0.1225,-1
-0.47,0.88,0.2209,0.7744,1
-0.45,0.7,0.2025,0.49,1
0.91,0.12,0.8281,0.0144,-1
-0.7,-0.38,0.49,0.1444,-1
0.65,-0.04,0.4225,0.0016,-1
-0.99,-0.07,0.9801,0.0049,-1
-0.19,0.68,0.0361,0.4624,1
0.16,-0.34,0.0256,0.1156,-1
0.13,0.95,0.0169,0.9025,1
0.2,-0.14,0.04,0.0196,-1
0.5,0.39,0.25,0.1521,-1
-0.65,0.95,0.4225,0.9025,1
0.52,0.86,0.2704,0.7396,1
0.21,-0.84,0.0441,0.7056,-1
-0.12,0.81,0.0144,0.6561,1
-0.93,0.83,0.8649,0.6889,-1
0.03,-0.37,0.0009,0.1369,-1
-0.82,0.79,0.6724,0.6241,-1
-0.57,-0.08,0.3249,0.0064,-1
0.05,-0.89,0.0025,0.7921,-1
-0.68,0.61,0.4624,0.3721,-1
0.47,0.97,0.2209,0.9409,1
-0.7,0.49,0.49,0.2401,-1
-0.74,-0.3,0.5476,0.09,-1
-0.15,0.58,0.0225,0.3364,1
-0.61,0.66,0.3721,0.4356,-1
-0.13,-0.32,0.0169,0.1024,-1
0.02,-0.13,0.0004,0.0169,-1
0.84,0.31,0.7056,0.0961,-1
-0.4,-0.65,0.16,0.4225,-1
-0.79,-0.32,0.6241,0.1024,-1
0.23,-0.86,0.0529,0.7396,-1
-0.82,-0.55,0.6724,0.3025,-1
0,-0.28,0,0.0784,-1
0.97,0.57,0.9409,0.3249,-1
-0.25,0.96,0.0625,0.9216,1
0.35,-0.18,0.1225,0.0324,-1
-0.42,0.85,0.1764,0.7225,1
0.59,0.68,0.3481,0.4624,1
0.52,-0.72,0.2704,0.5184,-1
0.56,-0.51,0.3136,0.2601,-1
0.21,0.73,0.0441,0.5329,1
-0.17,0.91,0.0289,0.8281,1
0.95,-0.09,0.9025,0.0081,-1
0.76,-0.13,0.5776,0.0169,-1
0.15,0.62,0.0225,0.3844,1
-0.81,-0.03,0.6561,0.0009,-1
0.93,0.55,0.8649,0.3025,-1
-0.49,0.14,0.2401,0.0196,-1
-0.59,-0.35,0.3481,0.1225,-1
-0.33,-0.79,0.1089,0.6241,-1
0.61,0.42,0.3721,0.1764,-1
-0.32,-0.75,0.1024,0.5625,-1
-0.78,-0.81,0.6084,0.6561,-1
-0.53,0.95,0.2809,0.9025,1
-0.71,0.1,0.5041,0.01,-1
-0.94,0.3,0.8836,0.09,-1
-0.35,0.22,0.1225,0.0484,-1
0.09,0.74,0.0081,0.5476,1
0.21,-0.86,0.0441,0.7396,-1
0.6,-0.19,0.36,0.0361,-1
-0.51,-0.59,0.2601,0.3481,-1
0.11,0.1,0.0121,0.01,-1
0.63,0.32,0.3969,0.1024,-1
0.06,0.8,0.0036,0.64,1
0.36,-0.92,0.1296,0.8464,-1
0.29,-0.86,0.0841,0.7396,-1
-0.82,-0.21,0.6724,0.0441,-1
-0.38,0.89,0.1444,0.7921,1
-0.8,0.09,0.64,0.0081,-1
-0.57,-0.31,0.3249,0.0961,-1
-0.12,0.18,0.0144,0.0324,1
-0.26,-0.72,0.0676,0.5184,-1
-0.14,0.92,0.0196,0.8464,1
0.17,-0.03,0.0289,0.0009,-1
0.43,-0.67,0.1849,0.4489,-1
-0.22,0.62,0.0484,0.3844,1
0.44,0.8,0.1936,0.64,1
0.32,-0.58,0.1024,0.3364,-1
-0.07,-0.38,0.0049,0.1444,-1
-0.31,0.06,0.0961,0.0036,-1
0.27,0.94,0.0729,0.8836,1
-0.74,-0.32,0.5476,0.1024,-1
-0.64,0.54,0.4096,0.2916,-1
0.78,-0.29,0.6084,0.0841,-1
-0.02,-0.87,0.0004,0.7569,-1
-0.73,-0.08,0.5329,0.0064,-1
0.71,-0.64,0.5041,0.4096,-1
0.94,0.69,0.8836,0.4761,-1
-0.96,-0.39,0.9216,0.1521,-1
0.24,0.31,0.0576,0.0961,1
0.13,-0.42,0.0169,0.1764,-1
-0.8,-0.15,0.64,0.0225,-1
0.55,0.21,0.3025,0.0441,-1
-0.19,-0.02,0.0361,0.0004,-1
0.05,0.97,0.0025,0.9409,1
0.62,-0.77,0.3844,0.5929,-1
0.8,0.95,0.64,0.9025,-1
0.77,0.88,0.5929,0.7744,-1
-0.83,0.92,0.6889,0.8464,-1
0.19,0.16,0.0361,0.0256,1
0.28,-0.72,0.0784,0.5184,-1
0.3,-0.51,0.09,0.2601,-1
-1,-0.97,1,0.9409,-1
-0.75,-0.15,0.5625,0.0225,-1
0.21,0.91,0.0441,0.8281,1
-0.7,0.52,0.49,0.2704,-1
-0.69,0.31,0.4761,0.0961,-1
-0.31,0.08,0.0961,0.0064,-1
-0.24,0.25,0.0576,0.0625,1
0.44,-0.56,0.1936,0.3136,-1
0.43,0.72,0.1849,0.5184,1
1,0.02,1,0.0004,-1
0.41,0.02,0.1681,0.0004,-1
-0.98,0.27,0.9604,0.0729,-1
0.63,-0.52,0.3969,0.2704,-1
0.2,-0.21,0.04,0.0441,-1
0,0.11,0,0.0121,1
-0.25,0.8,0.0625,0.64,1
-0.63,-0.44,0.3969,0.1936,-1
0.91,1,0.8281,1,-1
-0.4,0.42,0.16,0.1764,1
0.59,0.41,0.3481,0.1681,-1
0.06,-0.18,0.0036,0.0324,-1
-0.43,-0.16,0.1849,0.0256,-1
-0.07,-0.53,0.0049,0.2809,-1
0.2,0.68,0.04,0.4624,1
-0.02,-0.32,0.0004,0.1024,-1
-0.93,0.43,0.8649,0.1849,-1
-0.76,0.81,0.5776,0.6561,-1
0.66,0.72,0.4356,0.5184,-1
0.51,-0.69,0.2601,0.4761,-1
0.08,0.91,0.0064,0.8281,1
0.67,-0.04,0.4489,0.0016,-1
0.28,0.53,0.0784,0.2809,1
-0.84,-0.54,0.7056,0.2916,-1
0.53,0.67,0.2809,0.4489,1
0.68,-0.36,0.4624,0.1296,-1
-0.06,-0.28,0.0036,0.0784,-1
1,-0.04,1,0.0016,-1
0.62,-0.39,0.3844,0.1521,-1
0.22,-0.88,0.0484,0.7744,-1
-0.75,0.21,0.5625,0.0441,-1
-0.31,-0.12,0.0961,0.0144,-1
0.94,-0.85,0.8836,0.7225,-1
-0.97,-0.68,0.9409,0.4624,-1
-0.39,0.85,0.1521,0.7225,1
-0.14,0.53,0.0196,0.2809,1
0.79,-0.54,0.6241,0.2916,-1
-0.86,-0.54,0.7396,0.2916,-1
-0.7,-0.93,0.49,0.8649,-1
-0.83,0.3,0.6889,0.09,-1
-0.63,0.55,0.3969,0.3025,-1
-0.53,-0.77,0.2809,0.5929,-1
0.53,-0.83,0.2809,0.6889,-1
-0.88,-0.79,0.7744,0.6241,-1
0.18,-0.18,0.0324,0.0324,-1
0.9,0.68,0.81,0.4624,-1
0.26,0.47,0.0676,0.2209,1
0.34,0.61,0.1156,0.3721,1
-0.63,0.92,0.3969,0.8464,1
-0.98,-0.92,0.9604,0.8464,-1
0.8,-0.54,0.64,0.2916,-1
-0.22,-0.07,0.0484,0.0049,-1
-0.36,-0.54,0.1296,0.2916,-1
-0.35,-0.42,0.1225,0.1764,-1
-0.02,0.77,0.0004,0.5929,1
0.16,0.67,0.0256,0.4489,1
-0.13,-0.07,0.0169,0.0049,-1
0.04,-0.73,0.0016,0.5329,-1
0.68,-0.35,0.4624,0.1225,-1
-0.62,-0.32,0.3844,0.1024,-1
-0.62,-0.53,0.3844,0.2809,-1
0.94,0.26,0.8836,0.0676,-1
0.73,0.9,0.5329,0.81,-1
0.69,-0.46,0.4761,0.2116,-1
0.87,0.53,0.7569,0.2809,-1
-0.14,-0.31,0.0196,0.0961,-1
0.53,0.57,0.2809,0.3249,-1
0.67,-0.39,0.4489,0.1521,-1
0.42,-0.72,0.1764,0.5184,-1
0.07,-0.33,0.0049,0.1089,-1
-0.18,0.06,0.0324,0.0036,-1
0.03,0,0.0009,0,1
-0.84,-0.28,0.7056,0.0784,-1
0.77,-0.59,0.5929,0.3481,-1
0.96,-0.73,0.9216,0.5329,-1
0.91,0.13,0.8281,0.0169,-1
0.53,-0.34,0.2809,0.1156,-1
-0.93,-0.68,0.8649,0.4624,-1
-0.1,0.75,0.01,0.5625,1
-0.63,-0.19,0.3969,0.0361,-1
-0.48,0.64,0.2304,0.4096,1
0.15,-0.34,0.0225,0.1156,-1
0.04,-0.18,0.0016,0.0324,-1
-0.18,-0.41,0.0324,0.1681,-1
0.15,-0.46,0.0225,0.2116,-1
0,-0.56,0,0.3136,-1
0.56,0.98,0.3136,0.9604,1
0.68,-0.95,0.4624,0.9025,-1
-0.6,-0.05,0.36,0.0025,-1
0.42,0.33,0.1764,0.1089,1
0.1,0.86,0.01,0.7396,1
0.84,0.01,0.7056,0.0001,-1
0.57,-0.96,0.3249,0.9216,-1
-0.98,-0.13,0.9604,0.0169,-1
-0.11,-0.99,0.0121,0.9801,-1
-0.98,0.02,0.9604,0.0004,-1
-0.71,-0.42,0.5041,0.1764,-1
0.21,-0.75,0.0441,0.5625,-1
-0.54,-0.35,0.2916,0.1225,-1
0.45,-0.93,0.2025,0.8649,-1
0.26,0.17,0.0676,0.0289,-1
-0.31,0,0.0961,0,-1
-0.21,-0.43,0.0441,0.1849,-1
0.72,-0.41,0.5184,0.1681,-1
0.23,0.49,0.0529,0.2401,1
0.28,0.51,0.0784,0.2601,1
0.77,0.8,0.5929,0.64,-1
-0.78,0.01,0.6084,0.0001,-1
-0.26,0.47,0.0676,0.2209,1
-0.8,-0.08,0.64,0.0064,-1
0,-0.83,0,0.6889,-1
0.65,-0.13,0.4225,0.0169,-1
0.31,0.67,0.0961,0.4489,1
0.01,0.39,0.0001,0.1521,1
0.59,-0.39,0.3481,0.1521,-1
-0.83,0.89,0.6889,0.7921,-1
0.79,0.65,0.6241,0.4225,-1
0.98,0.88,0.9604,0.7744,-1
-0.59,-0.38,0.3481,0.1444,-1
0.51,-0.18,0.2601,0.0324,-1
-0.33,0.83,0.1089,0.6889,1
0.01,0.47,0.0001,0.2209,1
-0.65,-0.22,0.4225,0.0484,-1
-0.73,0.79,0.5329,0.6241,-1
-0.22,0.38,0.0484,0.1444,1
-0.23,0.56,0.0529,0.3136,1
-0.73,0.34,0.5329,0.1156,-1
0.58,0.31,0.3364,0.0961,-1
0.88,0.73,0.7744,0.5329,-1
0.66,0.23,0.4356,0.0529,-1
-0.65,0.91,0.4225,0.8281,-1
0.24,-0.08,0.0576,0.0064,-1
-0.01,0.28,0.0001,0.0784,1
-0.59,0.55,0.3481,0.3025,-1
0.22,-0.67,0.0484,0.4489,-1
-0.37,0.11,0.1369,0.0121,-1
0.94,0.39,0.8836,0.1521,-1
-0.11,-0.04,0.0121,0.0016,1
0.73,-0.17,0.5329,0.0289,-1
0.18,-0.51,0.0324,0.2601,-1
0.45,-0.15,0.2025,0.0225,-1
0.55,-0.92,0.3025,0.8464,-1
0.12,0.07,0.0144,0.0049,1
0.47,0.48,0.2209,0.2304,-1
0.61,-0.31,0.3721,0.0961,-1
0.13,0.33,0.0169,0.1089,1
-0.8,0.26,0.64,0.0676,-1
-0.39,-0.86,0.1521,0.7396,-1
-0.66,0.87,0.4356,0.7569,-1
0.79,0.04,0.6241,0.0016,-1
-0.54,-0.51,0.2916,0.2601,-1
0.05,-0.96,0.0025,0.9216,-1
-0.44,0.17,0.1936,0.0289,-1
0.35,-0.36,0.1225,0.1296,-1
0.69,-0.75,0.4761,0.5625,-1
-0.64,0.38,0.4096,0.1444,-1
-0.86,0.59,0.7396,0.3481,-1
0.32,-0.81,0.1024,0.6561,-1
0.44,-0.46,0.1936,0.2116,-1
-0.6,-0.68,0.36,0.4624,-1
0.86,-0.21,0.7396,0.0441,-1
-0.85,0.85,0.7225,0.7225,-1
-0.46,-0.6,0.2116,0.36,-1
1,0.76,1,0.5776,-1
-0.08,0.44,0.0064,0.1936,1
-0.46,0.81,0.2116,0.6561,1
0.49,0.96,0.2401,0.9216,1
0.7,0.27,0.49,0.0729,-1
-0.96,-0.29,0.9216,0.0841,-1
-0.73,0.11,0.5329,0.0121,-1
0.54,-0.04,0.2916,0.0016,-1
0.3,0.12,0.09,0.0144,-1
0.1,0.66,0.01,0.4356,1
-0.93,0.65,0.8649,0.4225,-1
